,id,title,tags
110,33542,Rumble in the Bronx,"keong come from hong kong to visit new york for hi uncle' wedding. hi uncl run a market in the bronx and keong offer to help out while uncl is on hi honeymoon. dure hi stay in the bronx, keong befriend a neighbor kid and beat up some neighborhood thug who caus problem at the market. one of those petti thug in the local gang stumbl into a crimin situat way over hi head. crime action comedi thriller stanleytong"
111,43566,Before and After,two parent deal with the effect when their son is accus of murder hi girlfriend. drama thriller barbetschroed
112,71754,Margaret's Museum,"in a town where half the men die down the coalpit, margaret macneil is quit happi be singl in her small cape breton island town. until she meet neil currie, a charm and sincer bagpipe-playing, gaelic-speak dishwasher. but no matter what you do, you can't avoid the spectr of the pit forever. drama mortransen"
113,43612,Happiness Is in the Field,"francis, the boss of a small plumb suppli company, is harass by tax collectors, strike employees, and an imposs wife and daughter. hi onli joy is share lunch with hi friend gerard. then a tv show call ""where are you?"" show a woman from ger who is search for her husband who disappear 28 year ago. the lost husband look like an ident twin of francis... comedi étiennechatiliez"
114,51352,Anne Frank Remembered,"use previous unreleas archiv materi in addit to contemporari interviews, thi academi award-win documentari tell the stori of the frank famili and present the first fully-round portrait of their brash and free-spirit daughter anne, perhap the world' most famou victim of the holocaust. written by dawn m. barclift documentari drama foreign jonblair"
115,16934,The Young Poisoner's Handbook,"a sinist tale of geniu gone wrong, the young poisoner' handbook chronicl a young man' descent into mad against the absurd backdrop of suburban english life. hugh o'conor play graham young, a schoolboy from the london suburb whose deadli obsess with toxic substanc caus him to dabbl in experiment murder. comedi crime drama benjaminross"
116,10324,If Lucy Fell,"joe and luci are roommat and best friends. lucy, whose love life is embarrassingli dull, convinc joe, who is infatu with a neighbor he' never met, that if they don't have stabl romanc within a month, they must jump off the brooklyn bridge. comedi romanc ericschaeff"
117,78406,Steal Big Steal Little,"ruben and robbi are twin brothers, adopt by mona, one of the wealthiest - and most eccentr - women in santa barbara. ruben is devot to mona, but robbi is more devot to her money. so when mona leav her fortun and estat to ruben it start a battl between brother that soon lead to madness, mayhem, and even attempt murder. on ruben' side is lou perilli an ex-chicago cop and use car dealer who know the law - and how to get around it. on robby' side is ruthless businessman reed tyler, who is out to turn a swift profit on mona' property. walk a shifti line between them is eddi agopian, the famili lawyer, who doesn't care which side win as long as he' on the winner' side. but whether they'r steal big or steal little, they'r all steal in thi hilari comedi about greed, power... and brotherli love. comedi drama andrewdavi"
118,55731,Race the Sun,"a bunch of high school misfit in hawaii, introduc by their new teacher, attend a scienc fair in which they draw up inspir to build their own solar car and win a trip to compet in the 1990 world solar challeng in australia. action adventur comedi drama famili charlest.kangani"
119,32119,The Boys of St. Vincent,the true stori of boy be sexual abus at their orphanag ran by a religi commun in newfoundland. drama johnn.smith
120,11066,Boomerang,"marcu is a success advertis execut who woo and bed women almost at will. after a compani merger he find that hi new boss, the ravish jacqueline, is treat him in exactli the same way. complet traumatis by this, hi work goe badli downhill. comedi romanc reginaldhudlin"
121,11104,Chungking Express,"everi day, cop 223 buy a can of pineappl with an expir date of may 1, symbol the day he'll get over hi lost love. he' also got hi eye on a mysteri woman in a blond wig, oblivi of the fact she' a drug dealer. cop 663 is distraught with heartbreak over a breakup. but when hi ex drop a spare set of hi key at a local cafe, a waitress let herself into hi apart and spruce up hi life. drama comedi romanc wongkar-wai"
122,37975,The Star Maker,the adventur and decept of a photograph who travel through the small villag of sicili pretend that he is work for the big film studio in rome. drama romanc giuseppetornator
123,2074,Flirting with Disaster,"adopt as a child, new father mel colpin (ben stiller) decid he cannot name hi son until he know hi birth parents, and determin to make a cross-countri quest to find them. accompani by hi wife, nanci (patricia arquette), and an inept yet gorgeou adopt agent, tina (tea leoni), he depart on an epic road trip that quickli devolv into a farc of mistaken identities, wrong turns, and overzeal and love-struck atf agent (josh brolin, richard jenkins). comedi romanc davido.russel"
124,27793,The Neverending Story III: Escape from Fantasia,a young boy must restor order when a group of bulli steal the magic book that act as a portal between earth and the imaginari world of fantasia. fantasi petermacdonald
125,44284,The Silences of the Palace,the death of a princ bring a young woman back to the palac where she wa born into servitude. the linger legaci of the harem is brought into light from behind frost window and velvet curtains. drama moufidatlatli
126,290157,Jupiter's Wife,"michel negroponte, a documentari filmmaker, meet maggi one day in central park. maggi claim to be marri to the god jupit and the daughter of actor robert ryan. michel get to know maggi over the next coupl of years, and attempt to use her often outlandish stori as clue to reconstruct her past. - written by jame meek michelnegropont"
127,110972,Pie in the Sky,pie in the sky is a 1996 american romant comedi film about a young man obsess with traffic gridlock who fall in love with an avant-gard dancer. comedi romanc bryangordon
128,32622,Angela,"a ten year old girl name angela lead her six year old sister, ellie, through variou regimen of 'purification' in an attempt to rid themselv of their evil, which she believ to be the caus of their mother' mental illness. precocious, to say the least, angela ha vision of lucif come to take her and her sister away, and one of her remedi for thi is for them to remain within a circl of their doll and toy until they see a vision of the virgin mari come to them. but such think can onli lead to an end befit of her own mental state. comedi drama rebeccamil"
129,73067,Frankie Starlight,the quirki stori of a young boy' adventur grow up with hi stunningli beauti mother and the two veri differ men who love her. drama romanc war michaellindsay-hogg
